"filename", "language", "SCSS", "JavaScript", "PostCSS", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/InstructorsIcon.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 2, 18
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/NewsIcon.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 2, 28
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/PreschoolersIcon.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 2, 28
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/ScheduleIcon.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 2, 27
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Icons/SectionsIcon.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 2, 35
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/ArrowsIcons/LeftArrow.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 2, 33
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/ArrowsIcons/RightArrow.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 2, 32
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/Article/Article.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 3, 33
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/Article/Article.scss", "SCSS", 37, 0, 0, 0, 0, 0, 0, 9, 46
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/Main.js", "JavaScript", 0, 118, 0, 0, 0, 0, 0, 8, 126
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/Main.scss", "SCSS", 117, 0, 0, 0, 0, 0, 0, 22, 139
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/subCoponents/ArticleRow.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 3, 42
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/PageContent/Main/subCoponents/ArticleRow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Preschoolers/Preschoolers.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 9, 41
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Preschoolers/Preschoolers.scss", "SCSS", 56, 0, 0, 0, 0, 0, 0, 12, 68
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/NewGroup.js", "JavaScript", 0, 93, 0, 0, 0, 0, 0, 6, 99
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/NewGroup.scss", "SCSS", 19, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/Schedule.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 4, 30
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/Schedule.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/SubComponents/NewScheduleRow.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 4, 39
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/SubComponents/NewScheduleRow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/SubComponents/ScheduleRow.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 3, 31
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Schedule/SubComponents/ScheduleRow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Sections/SectionTile/SectionTile.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 3, 14
"/Users/Szymon_Chwila/Desktop/Projekt/karate-app/src/pages/AdminPanel/Sections/SectionTile/SectionTile.scss", "SCSS", 30, 0, 0, 0, 0, 0, 0, 4, 34
